imdb_id,director,original_title,genre,overview
tt0053084,Jack Arnold,The Mouse That Roared,Comedy,"The Duchy of Grand Fenwick decides that the only way to get out of their economic woes is to declare war on the United States, lose and accept foreign aid. They send an invasion force to New York (armed with longbows) which arrives during a nuclear drill that has cleared the streets."
tt0052002,Jack Arnold,No Name on the Bullet,Action,"Cool, cultured John Gant rides into Lordsburg. Gant is a professional killer, and although no one knows who he is there to kill, they are all worried. Everyone has enemies, and maybe Gant is in town for them. While they wait for him to make his move, paranoia starts taking over... Written by Ken Yousten John Gant, hired assassin rides into town. No one is sure of the identity of his intended victim. Townsfolk have shady pasts that make each one believe that John Gant is there to kill them. While each townsperson is falling apart from guilt, Gant is waiting in the hotel but is still given the blame for the shootings and the suicide of the Banker. Written by Carol Johnson"
tt0051948,Jack Arnold,Monster on the Campus,Horror,"A college paleontology professor acquires a newly discovered specimen of a coelecanth, but while examining it, he is accidentally exposed to its blood, and finds himself periodically turning into a murderous Neanderthal man."
tt0051724,Jack Arnold,High School Confidential!,Mystery,A young police officer (Russ Tamblyn) poses as a rebellious student at Santa Bella High School in order to find the leader behind the organization selling drugs to local students.
tt0052227,Jack Arnold,The Space Children,Science Fiction,A glowing brain-like creature arrives on a beach near a rocket test site via a teleportation beam. The alien communicates telepathically with the children of scientists. The kids start doing the alien's bidding as the adults try to find out what's happening to their unruly offspring.
tt0051839,Jack Arnold,The Lady Takes a Flyer,Drama,Change of pace comedy casts Lana Turner and Jeff Chandler as competing pilots who fall in love.
tt0050680,Jack Arnold,Man in the Shadow,Thriller,"In effect, modern cow town Spurline is run by Virgil Renchler, owner of the Golden Empire Ranch. One night, two of Virgil's henchmen go a little too far and beat a ""bracero"" ranch hand to death. Faced with an obvious cover-up and opposition on every hand, sheriff Ben Sadler is goaded into investigating. His unlikely ally: Renchler's lovely, self-willed and overprotected daughter. Will Ben survive Renchler's wrath?"
tt0051058,Jack Arnold,The Tattered Dress,Drama,"After a wild night, wealthy Michael Reston's adulterous wife Charleen comes home with her ripe young body barely concealed by a dress in rags; murder results. Top defense lawyer J.G. Blane, whose own marriage exists in name only, arrives in Desert View, Nevada to find the townsfolk and politically powerful Sheriff Hoak distinctly hostile to the Restons. In due course, Blane discovers he's been ""taken for a ride,"" and that quiet desert communities can be deadly..."
tt0050539,Jack Arnold,The Incredible Shrinking Man,Drama,"While on a boating trip, Scott Carey is exposed to a radioactive cloud. Nothing seems amiss at first, but several months later Scott realizes that he's shrunk in height by several inches. He sees a doctor, who admits that he's baffled. As Scott continues to shrink, decreasing to three feet tall, he becomes bitter, and lashes out at his wife, Louise. He begins to fear a cure will never be found -- since even as he becomes a national sensation, he's still shrinking."
tt0049586,Jack Arnold,Outside the Law,Crime,A government agent's son wins respect and love when he challenges counterfeiters.
tt0049667,Jack Arnold,Red Sundown,Western,"When his life is saved in a shootout by a fellow gunman whose life he in turn had saved, Alex Longmire promises to give up his way of life. Riding into town he finds the only job available is deputy to sheriff Jade Murphy, an honest man caught between small farmers and a local cattle baron. And he has a pretty daughter. So Longmire decides to stay and see if he can use his expertise with firearms for good."
tt0048696,Jack Arnold,Tarantula,Horror,"A lone-wolf scientist sequestered in a mansion near a small desert town arouses the suspicion of the town's doctor when his lab assistant is found dead from a case of acromegaly which took only four days to develop.  As the doctor investigates, aided by the scientist's new, and very female, assistant, they discover that, far worse, something much larger and hungrier than it ever should be,  is devouring local cattle - and humans - in increasingly large quantities."
tt0048341,Jack Arnold,The Man from Bitter Ridge,Western,"The Man from Bitter Ridge is a film directed by Jack Arnold. Jeff Carr, a special investigator, arrives in Tomahawk. His assignment is to discover who has been holding up the local stagecoach and is guilty for a series of killings that terrorize the town. Sheepman Alec Black is suspected by the local population but it is not long before Jeff realizes the man is innocent. Alec even becomes a good friend although he is in love with the same woman as him, Holly. Jeff will manage to arrest the real culprits but not before the latter try to compromise him down."
tt0048554,Jack Arnold,Revenge of the Creature,Horror,"Men from an oceanarium capture the Creature from the Black Lagoon and make him an aquarium attraction, from which he escapes."
tt0046876,Jack Arnold,Creature from the Black Lagoon,Adventure,"A scientific expedition searching for fossils along the Amazon River discover a prehistoric Gill-Man in the legendary Black Lagoon. The explorers capture the mysterious creature, but it breaks free. The Gill-Man returns to kidnap the lovely Kay, fiancée of one of the expedition, with whom it has fallen in love."
tt0045825,Jack Arnold,The Glass Web,Crime,"The ice-cold diva Paula ruthlessly exploits the guys she dates. While blackmailing the married Don with a recent one-night-stand, she has a secret affair with Henry, who works as researcher for the weekly authentic TV show ""Crime of the Week"", which Don writes for. When Henry fails to help her to a role, she insults him deadly... and ends up dead herself. Now Don desperately tries to hide his traces, but Henry sabotages his efforts and suggests he write the unsolved murder case for next week's show..."
tt0045920,Jack Arnold,It Came from Outer Space,Horror,"Author & amateur astronomer John Putnam and schoolteacher Ellen Fields witness an enormous meteorite come down near a small town in Arizona, but Putnam becomes a local object of scorn when, after examining the object up close, he announces that it is a spacecraft, and that it is inhabited..."
tt0045818,Jack Arnold,Girls in the Night,Crime,"Juvenile delinquents (Joyce Holden, Glenda Farrell, Harvey Lembeck) trap a neighborhood hoodlum in New York."
tt0043138,Jack Arnold,With These Hands,Drama,"Produced by the International Ladies Garment Workers Union, the film used actors to recreate the Triangle Shirtwaist Factory fire and compare working conditions of the early 20th century to that of the 1950s."
tt0291809,Jack Arnold,The Chicken of Tomorrow,Documentary,Advances in chicken and egg farming.
tt0055781,Edward L. Cahn,Beauty and the Beast,NA,A low-budget re-telling of the classic fairy tale.
tt0056098,Edward L. Cahn,Incident in an Alley,Crime,"A policeman is accused of manslaughtering a 14-year-old boy but is acquitted of all charges. Still, he feels a lot of guilt and begins to doubt if he really is innocent after all."
tt0054753,Edward L. Cahn,The Clown and the Kid,NA,"The Clown and the Kid is a 1961 film. When Moko the Clown (Don Keefer) passes away, his newly orphaned son Shawn (Michael McGreevey) takes up with mysterious wanderer Peter (John Lupton), and the two strangers become close friends and partners until a closely guarded secret rips them apart."
tt0056043,Edward L. Cahn,Gun Street,Western,"In this movie filmed and released in 1961 (and not a 1962 production), an escaped convict returns to town and begins a reign of terror. Marked for death are Dr. Dean Knudtson, his wife Janice, formerly married to the killer, and Jeff Baxley, on whose testimony the man was originally sent to prison. Sheriff Charles Morton and deputy Sam Freed head a posse tracking down the killer in the desert. The man is found dead of the wounds inflicted by a prison guard trying to prevent his escape. The sheriff resigns his job and heads west with Joan. Written by Les Adams"
tt0054695,Edward L. Cahn,Boy Who Caught a Crook,Adventure,The Boy Who Caught a Crook is a 1961 childrens film about a young boy who tracks down a gangster.
tt0055424,Edward L. Cahn,Secret of Deep Harbor,Thriller,"A reporter learns that his girlfriend's father, an old sea captain, is being paid by the mob to transport gangsters out of the country."
tt0055631,Edward L. Cahn,You Have to Run Fast,Crime,"Dr. Frank Harlow is in the process of trying to save a man badly beaten by two gangsters whom he identifies to the police. When the victim dies the charge becomes murder and Harlow hightails it to the far woods where he finds a job as clerk Roger Condon in a sporting-goods store. Harlow's plan is to lay low until the gangsters forget about him. But complications arise from two different sectors. First, Harlow falls in love with the local beauty Laurie Maitland and second, the murderers find out where he is hiding."
tt0055617,Edward L. Cahn,When the Clock Strikes,Drama,A condemned criminal's acquaintances gather at a remote lodge on the eve of his execution to search for hidden money.
tt0054909,Edward L. Cahn,The Gambler Wore a Gun,Thriller,"The professional gambler Case Silverthorn wants to quit and retire to a small ranch in Marlpine he bought recently. On the way there he saves the Sheriff's life, who got into an ambush. However another man is dead, Will Donovan, from whom he bought the ranch! Neither the Sheriff nor Donovan's children know about the sale. So Case has to switch back to his former profession, while he tries to clarify the situation. He comes across a group of cattle thieves."
tt0054951,Edward L. Cahn,Gun Fight,Western,"Action Western directed by Edward L. Cahn . After courageously protecting a pretty dance hall girl (Joan Staley) from peril, former cavalry soldier Wayne (James Brown) refuses to join his brother Brad's (Gregg Palmer) unlawful cattle rustling gang, which leads to heated disagreements, bitter betrayals and life-threatening danger."
tt0055260,Edward L. Cahn,Operation Bottleneck,War,"WWII Burma...Six paratroopers undertake an extremely dangerous mission against the Japanese. It will ultimately cost them their lives, except for one ""lucky"" survivor."
tt0054899,Edward L. Cahn,Frontier Uprising,Western,"Not having heard that war has erupted between the U.S. and Mexico, a wagon train heads west, only to find itself threatened by the Mexicans who have teamed up with hostile Indians."
tt0055316,Edward L. Cahn,Police Dog Story,NA,"After exhaustive training, a police dog joins an arson investigation."
tt0054878,Edward L. Cahn,Five Guns to Tombstone,Western,"Billy Wade (James Brown) is an ex-gunslinger who is approached by his outlaw brother Matt (Robert Karnes), not long out of prison, to help him with a big-time robbery. Matt forces Billy's participation with an offer he cannot refuse, unaware that Billy is actually working on the side of the law."
tt0054459,Edward L. Cahn,The Walking Target,Crime,An ex-con finds unexpected romance with the widow of his former accomplice as he tries to collect his hidden loot.
tt0053689,Edward L. Cahn,Cage of Evil,Drama,"While investigating a diamond heist, disgruntled cop Harper (Ron Foster) falls for Holly (Patricia Blair), the top suspect's main squeeze. When she convinces him to kill her boyfriend and make off with her and the loot, they start down a treacherous path full of dark surprises. Directed by Edward L. Cahn, this crime drama co-stars Harp McGuire as Murray Kearns, Harper's persistent partner who stumbles upon the pair's devious plot."
tt0054103,Edward L. Cahn,The Music Box Kid,Drama,"A young gangster in 1920's New York quickly rises through the ranks of the mob, then sets up his own murder-for-hire organization. When he starts kidnapping other mobsters for ransom, the New York gangs band together for revenge."
tt0054126,Edward L. Cahn,Noose for a Gunman,Western,"Case Britton, gunslinger and wanted man, comes to town to meet his bride-to-be, stop a stagecoach robbery, and get even with the man who killed his brother."
tt0053557,Edward L. Cahn,Twelve Hours to Kill,NA,"After witnessing a gangland murder, a young Greek immigrant flees for his life and hides out in a small town, but he soon realizes he's not as safe there as he thought."
tt0054138,Edward L. Cahn,Oklahoma Territory,Action,"Temple Houston (Sam Houston's son) who is the DA with a sense of Justice. He is located in Fort Smith, Ark and works with Judge Parker in 1872. His area includes the Oklahoma Territory which was the Indian territory at that time. Chief Buffalo Horn who is falsely accused of murder."
tt0053357,Edward L. Cahn,Three Came to Kill,Crime,Assassins take a flight controller's family hostage to force him into revealing the aircraft carrying their quarry.
tt0053883,Edward L. Cahn,Gunfighters of Abilene,Western,"A gunman receives a request for help from his brother, but arrives too late to save him from the lawless rancher who wanted him dead."
tt0053776,Edward L. Cahn,A Dog's Best Friend,NA,"A young orphan rejects his foster parents--instead turning to a German Shepherd whose master was recently murdered. Stumbling on some evidence, the boy is rescued from the killer by his dog."
tt0053418,Edward L. Cahn,Vice Raid,Drama,A prostitute sets out to frame a cop.
tt0052820,Edward L. Cahn,The Four Skulls of Jonathan Drake,Horror,"Jonathan Drake, while attending his brother's funeral, is shocked to find the head of the deceased is missing. When his brother's skull shows up later in a locked cabinet, Drake realizes an ancient curse placed upon his grandfather by a tribe of South American Jivaro Indians is still in effect and that he himself is the probable next victim."
tt0053169,Edward L. Cahn,"Pier 5, Havana",Action,TRAPPED IN THE POWDER KEG OF NEWLY-FREED CUBA! (original poster)
tt0052927,Edward L. Cahn,Inside the Mafia,Drama,A mob assassin (Cameron Mitchell) holds innocent hostages at an airport in upstate New York.
tt0052929,Edward L. Cahn,Invisible Invaders,Horror,"Aliens, contacting scientist Adam Penner, inform him that they have been on the moon for twenty thousand years, undetected due to their invisibility, and have now decided to annihilate humanity unless all the nations of earth surrender immediately. Sequestered in an impregnable laboratory trying to find the aliens' weakness, Penner, his daughter, a no-nonsense army major and a squeamish scientist are attacked from outside by the aliens, who have occupied the bodies of the recently deceased."
tt0053222,Edward L. Cahn,Riot in Juvenile Prison,Drama,"When the shootings of two juvenile inmates bring public protest, a psychologist is brought in to see if he can do anything to control the problems peacefully."
tt0052870,Edward L. Cahn,Guns Girls and Gangsters,Crime,A Las Vegas singer (Mamie Van Doren) plans an armored-car robbery with her husband's (Lee Van Cleef) ex-cellmate (Gerald Mohr).
tt0051736,Edward L. Cahn,Hong Kong Confidential,Drama,An undercover U.S. agent (Gene Barry) searches for an Arab ruler's son kidnapped by communists in Hong Kong.
tt0051507,Edward L. Cahn,Curse of the Faceless Man,Science Fiction,"A stone-encrusted body is unearthed at Pompeii, and people left alone with it keep dying of crushed skulls..."
tt0051786,Edward L. Cahn,It! The Terror from Beyond Space,Horror,"In 1973, the first manned expedition to Mars is marooned; by the time a rescue mission arrives, there is only one survivor: the leader, Col. Edward Carruthers, who appears to have murdered the others! According to Carruthers, an unknown life form killed his comrades during a sandstorm. But the skeptical rescuers little suspect that ""it"" has stowed away for the voyage back to Earth..."
tt0051797,Edward L. Cahn,Jet Attack,War,"A Soviet nurse (Audrey Totter) helps a U.S. pilot (John Agar), his buddies and a scientist escape from North Korea.  American International Pictures originally distributed this film as a double feature with ""Suicide Battalion""."
tt0052257,Edward L. Cahn,Suicide Battalion,War,"Second World War drama, set in the Philippines about a group of men recruited for the dangerous mission of destroying an American base to keep strategic papers out of enemy hands when Japanese forces invade. The men spend their last hours drowning their sorrows in a bar, but time is running out.  American International Pictures originally distributed this film as a double feature with ""Jet Attack""."
tt0050728,Edward L. Cahn,Motorcycle Gang,Drama,"A troublemaker returns to town only to find his old tearaway pals have joined a supervised motorcycle club. Friction erupts between him and the new leader about this goody-goody setup, and about the charms of gang moll Terry."
tt0050545,Edward L. Cahn,Invasion of the Saucer-Men,Horror,"A teenage couple making out in the woods accidentally runs over an alien creature with their car. The creature's hand falls off, but it comes alive, and, with an eye growing out of it, begins to stalk the teens. Meanwhile, Joe the town drunk wants to store the body in his refrigerator, but some of the alien's buddies inject alcohol into his system, and Joe dies of an overdose."
tt0050337,Edward L. Cahn,Dragstrip Girl,Action,Girl loves hot cars and a rich dragstrip racer. Her parents don't like either one.
tt0051174,Edward L. Cahn,Voodoo Woman,Science Fiction,"Deep in the jungles a mad scientist is using the natives' voodoo for his experiments to create an indestructible being to serve his will. When a party of gold seekers stumbles upon his village, the scientist realizes that Marilyn the expedition's evil leader is the perfect subject for his work."
tt0051226,Edward L. Cahn,Zombies of Mora Tau,Adventure,"American tycoon George Harrison, his beautiful wife, Mona, and deep-sea diver Jeff Clark are off the coast of Africa hoping to salvage a fortune in diamonds at the bottom of the sea near the voodoo-haunted island of Mora Tau, and are joined by an English girl named Jan. The treasure is reported to be guarded by Zombies, walking dead-men doomed to roam the earth until men stop trying to find the sacred treasure. Here, they are walking the sea-bottom, and there is a large conflict of interest between them and the treasure-seekers."
tt0049697,Edward L. Cahn,Runaway Daughters,Drama,"Three teenagers with troubled families are unable to adjust at home and in high-school. Tempted with an easy, carefree life they soon pass from misdemeanors into serious crime - and will suffer for it. Sometimes, repentance comes too late."
tt0049749,Edward L. Cahn,"Shake, Rattle and Rock!",Music,A TV star meets with opposition from adults who object to the opening of a rock 'n' roll palace for teens.
tt0049216,Edward L. Cahn,Flesh and the Spur,Western,"A young man searches for his brother's killer with the help of a gunfighter, a native woman and a traveling medicine man."
tt0050957,Edward L. Cahn,The She-Creature,Romance,A mysterious hypnotist (Chester Morris) reverts his beautiful assistant (Marla English) back into the form of a prehistoric sea monster that she was in a past life.
tt0049265,Edward L. Cahn,Girls in Prison,Drama,An inmate is persuaded to take part in a breakout by cellmates anxious to cash in on loot they believe she has hidden.
tt0047875,Edward L. Cahn,Betrayed Women,Crime,"Love-starved gun molls (Carole Mathews, Beverly Michaels) escape from a prison farm where matrons make their lives miserable."
tt0047960,Edward L. Cahn,Creature with the Atom Brain,Horror,"Murders, with victims dying from spines broken by brute strength, erupt in the city and the killers, when encountered, walk away unharmed by police bullets which strike them.  A police doctor's investigation of the deaths leads to the discovery of an army of dead criminal musclemen restored to life, remotely controlled by a vengeful former crime boss and a former Nazi scientist, from the latter's laboratory hidden in the suburbs."
tt0044155,Edward L. Cahn,Two Dollar Bettor,Crime,An honest guy gets trapped into the world of horse racing and his once prosperous life becomes a downward spiral into the underworld.
tt0042442,Edward L. Cahn,Experiment Alcatraz,Crime,A doctor testing drugs on convicts gets mixed up in a murder investigation.
tt0042394,Edward L. Cahn,Destination Murder,Crime,"Laura Mansfield catches a glimpse of mob hit man Jackie Wales after he shoots her businessman father. At the police station, Laura identifies Jackie as the murderer, but the policeman in charge of the case, Lt. Brewster, lets him go, citing a lack of corroborating evidence. Outraged, Laura worms her way into the unsuspecting Jackie's heart, trying to snare him and mob-connected club owner Armitage in her trap."
tt0041494,Edward L. Cahn,I Cheated the Law,Crime,An attorney (Tom Conway) learns he was duped into being his gangster murder client's (Steve Brodie) alibi.
tt0040101,Edward L. Cahn,Annie Was a Wonder,Family,"In this John Nesbitt's Passing Parade series short, narrator John Nesbitt tells the story of Scandinavian immigrant Annie Swenson, who worked as cook and housekeeper in his family's home while he was growing up."
tt0040193,Edward L. Cahn,Bungalow 13,Mystery,"In this detective drama, a gumshoe must find a priceless hunk of jade. His several leads evaporate when the police succeed in killing all of the suspects."
tt0143241,Edward L. Cahn,The Fabulous Fraud,Drama,"In this John Nesbitt's Passing Parade short, we learn the story of Dr. Franz Anton Mesmer, the man who discovered hypnotism."
tt0040228,Edward L. Cahn,The Checkered Coat,Drama,"A psychiatrist tries to help a patient who loses consciousness after he kills someone. When the doctor provides the patient with a letter that explains his problem, he inadvertently implicates himself in the crimes."
tt0143893,Edward L. Cahn,Souvenirs of Death,Drama,This MGM John Nesbitt's Passing Parade series short tells the story of how a Mauser pistol used on the battlefield by Germans during WWII makes its way into the hands of an American gangster.
tt0039432,Edward L. Cahn,"Goodbye, Miss Turlock",Family,"Narrator John Nesbitt laments the disappearance of the rural one-room schoolhouse in America. He reminisces about his own days as a student in such a school and how his teacher, Miss Turlock, influenced so many students. Many of them reunite at the school on Miss Turlock's last day, when the school was closed in 1940."
tt0039412,Edward L. Cahn,The Gas House Kids in Hollywood,Crime,"The Gas House Kids, the very poor man's Bowery Boys, head for Hollywood."
tt0039212,Edward L. Cahn,Born to Speed,Action,"The romantic, dangerous and fast-paced world of professional midget auto racing provides the backdrop for this dramatic tale of a young driver who decides to follow in his late father's footsteps and win the big race."
tt0037634,Edward L. Cahn,Dangerous Partners,Adventure,"A young couple's accident could make them rich, if they can evade a Nazi spy ring."
tt0037038,Edward L. Cahn,Main Street After Dark,Drama,A police detective (Edward Arnold) uses fluorescent powder to catch a pickpocket (Selena Royle) and her gang.
tt0037039,Edward L. Cahn,Main Street Today,NA,"This patriotic short film promotes America's war effort at home. The story looks at a fictional small town's main street, seeing where additional workforce, for increased production of materials needed by the military, might come from."
tt0036435,Edward L. Cahn,Three Smart Guys,Comedy,"Froggy hatches a plan to get Mickey, Buckwheat, and himself sent home from school early so they can go fishing. When the plan backfires, the boys decide to play hooky the next day. At the fishing hole, there are plenty of lunkers just waiting for the bait, but the boys have some comic trouble. After Buckwheat finds a new way to catch fish, an old man gives them a life lesson. Will they keep fishing or change their ways?"
tt0185564,Edward L. Cahn,Ode to Victory,NA,"This short uses a musical suite to show Americans what they are fighting for in World War II. As an orchestra in military dress plays different ""chapters"" of the work, relevant excerpts from MGM films show the history of America. The chapters are: 1) Birth of Freedom; 2) The Land Divided; 3) Coming of Age: 4) Land of the Free. At the end, a chorus sings a patriotic exhortation. (Written by David Glagovsky)"
tt0143221,Edward L. Cahn,Don't You Believe It,Documentary,"This Passing Parade entry looks at several historical ""truths"" that just aren't so: Steve Brodie never jumped off the Brooklyn Bridge; Mrs. O'Leary's cow did not start the great Chicago fire; Nero didn't fiddle while Rome burned; and Lady Godiva never rode naked through the streets of Coventry."
tt0143933,Edward L. Cahn,That's Why I Left You,Drama,"Young couple Joe and Mary Thompson love each other and their children despite the struggles that they have that are typical of most young couples early on in their married life, such as the basics of trying to make ends meet. But after Joe leaves Mary and their inner city life, she finds an unpostmarked envelope under their apartment door with her name written in Joe's handwriting. It contains a letter explaining why he left. It has primarily to do with his feeling that another part of his life was being left behind for his married life, that other life which consists of a want to travel, especially sail the south seas. The actual impetus to leave was inadvertently fostered by Mary through the birthday present she bought for him. So what actually did happen to Joe and will he ever return to his loving wife?"
tt0036268,Edward L. Cahn,Plan for Destruction,Documentary,This short film looks at Nazi Germany's drive for geographic expansion.
tt0143548,Edward L. Cahn,Madero of Mexico,Drama,"This Passing Parade series short chronicles the political life of Francisco Madero, who tried to bring democracy and land reform to Mexico."
tt0035399,Edward L. Cahn,Surprised Parties,NA,"Since Froggy was born on Leap Year Day, he's upset that he only gets a birthday party once every four years.  So, the gang decide to have a surprise party for him."
tt0034665,Edward L. Cahn,Don't Lie,Comedy,"After Buckwheat tells the gang he's seen a big monkey, Spanky, Froggy and Mickey decide to teach him once and for all not to lie. What the gang doesn't know is that the monkey is real, and hilarity will ensue."
tt0034799,Edward L. Cahn,Going to Press,NA,The Our Gang kids are running their own newspaper and are determined to get the big scoop by learning the identity of the leader of a gang of bullies.
tt0143251,Edward L. Cahn,Flag of Mercy,History,"The 1939 dramatic short ""Angel of Mercy,"" about Red Cross founder Clara Barton, is reedited to relate the story to America's involvement in World War II."
tt0035055,Edward L. Cahn,Melodies Old and New,Family,"Just as they did in the 1941 Our Gang comedy Ye Olde Minstrels, the gang prevails upon old-time minstrel impresario Walter Wills to help them stage a fund-raising musical show."
tt0033866,Edward L. Cahn,Main Street on the March!,History,"This Best Short Subject Academy Award winning film begins in the spring of 1940, just before the Nazi occupation of the Benelux countries, and ends immediately after the Japanese attack on Pearl Harbor. It chronicles how the people of ""Main Street America"", the country's military forces, and its industrial base were completely transformed when the decision was made to gear up for war. Original footage is interspersed with contemporary newsreels and stock footage."
tt0034377,Edward L. Cahn,Wedding Worries,Comedy,The Our Gang kids worry that Darla's new stepmother will be an evil stepmother like of fairy tale fame.
tt0033476,Edward L. Cahn,"Come Back, Miss Pipps",Comedy,"On Mickey's birthday, Miss Pipps, the school teacher, serves cake and ice cream during school hours. Sour old Mr. Pratt, head of the school board, stumbles on the festivities and has Miss Pipps fired. The Our Gang conspire to save her job by inviting all the parents to a special meeting. There the gang stage a melodrama, with Mr. Pratt portrayed as Simon Legree. The parents react by demoting Mr. Pratt to janitor. They appoint kindly Mr. Swanson, the current janitor, to head the school board. And of course they reinstate Miss Pipps as school teacher. Sometime later, in an act of forgiveness, Miss Pipps and the gang hold a birthday party for Pratt who is then humbled by the experience."
tt0033705,Edward L. Cahn,Helping Hands,NA,"Inspired by his soldier brother, Spanky decides to organize a military unit among his friends, collecting odds and ends for the war effort."
tt0034122,Edward L. Cahn,Robot Wrecks,Comedy,"Spanky and the gang discover a demonstration of a ""human-like"" robot named Volto and are inspired to create a robot themselves to do their chores for them. Slicker Walburn convinces them they will need ""invisible rays"" to bring it to life which he just happens to have to sell to them. As they rush off to get their money, Slicker gets Boxcar Smith to wear the robot's outer body so when he ""brings"" the robot to life, it will be Boxcar bringing it to life. The gang unsuspectedly gets their robot to mow the lawn at Froggy's house, but with a signal from Slicker, Boxcar runs amok and mows down everything in his path. Froggy gets to explain what happened to his parents who bust up the fraud and get the miscreants to work with the gang to clean up the mess."
tt0033304,Edward L. Cahn,1-2-3-Go!,Comedy,"While playing baseball, Mickey runs into the street to catch a fly ball and is struck by a car. When the gang visit him in the hospital they are appalled to find the ward populated by many other children injured in automobile accidents. The Our Gang kids resolve to do something about the problem, and thus the ""1-2-3-Go Safety Society"" is born."
tt0034406,Edward L. Cahn,Ye Olde Minstrels,NA,The gang puts on a show to raise money for the Red Cross.
tt0033599,Edward L. Cahn,Fightin' Fools,Comedy,Spanky and the Our Gang kids go to battle over pranks with a rival gang.
tt0033363,Edward L. Cahn,Baby Blues,NA,"Mickey's mom is about to give birth, but he gets worried when he reads that every fourth child born is Chinese.  Spanky and the gang then visit a Chinese friend and learn that kids are kids, no matter where they are from."
tt0034087,Edward L. Cahn,Redhead,Comedy,"A wealthy businessman's irresponsible son and a down-on-her-luck model enter into a marriage of convenience, and end up falling in love."
tt0032665,Edward L. Cahn,Kiddie Kure,Comedy,"Rich 'Old Man' Bill Morton is a hypochondriac. After bringing new sugar pills to Bill Morton's house, his physician, Doctor Malcolm Scott suggested to Bill Morton's wife that adopting a child might help cure Mister Morton of his delusions. After overhearing their conversation, Bill Morton quickly invited the ""Our Gang"" members, (as they were at the front come to the door, offering to work and pay for a broken window pane, that had just occurred) to a lunch, in order to sour his wife's thoughts of adopting any children. Then, the unexpected occurs as Alfalfa's two twin little brothers, Tisket and Tasket got to Bill Morton's medications' table, they ate up a majority of them, leading Bill Morton to call his physician, Malcolm Scott back to his house, immediately! When, Doctor Malcolm Scott return to Bill Morton's house, he laughs at what he hears and then tells Bill Morton they are worthless sugar pills, teaching a lesson to Bill Morton he is not sick at all."
tt0032538,Edward L. Cahn,Goin' Fishin',NA,"The gang is going fishing and wants to get an early start, but they end up causing all sorts of problems for the passengers of a city bus."
tt0033236,Edward L. Cahn,Waldo's Last Stand,NA,"The gang offers to help their pal Waldo attract customers to his lemonade stand. Redecorating their clubhouse as a lavish nightclub, the kids stage an elaborate floor show, with Darla Hood as the star vocalist. Unfortunately, their efforts attract only one patron -- a surly, stone-faced little kid with a Popeye-the-Sailor voice (Billy ""Froggy"" Laughlin, making one of his first Our Gang appearances)."
tt0032542,Edward L. Cahn,Good Bad Boys,Comedy,"Alfalfa and the gang decide to turn to a life of crime, but Spanky tries to trick them with a fake burglary."
tt0032288,Edward L. Cahn,Bubbling Troubles,Comedy,"To impress Darla, Alfalfa drinks a concoction of Butch's ""dynamite"" brew."
tt0032841,Edward L. Cahn,The New Pupil,NA,"Spanky and Alfalfa both try to impress the new girl at school, much to Darla's dismay."
tt0032193,Edward L. Cahn,All About Hash,NA,Mickey's parents are constantly quarreling because his mother serves hash every Monday night. The kids decide to put on a radio skit to try to get them to stop fighting.
tt0032249,Edward L. Cahn,The Big Premiere,NA,"It is a premiere night at the Fox Carthay Circle theater, and the Our Gang show up to observe the festivities. But after the Gang causes a disruption, the police send them scurrying home. Not to worry--the Our Gang stage their own premiere night in the clubhouse barn."
tt0032189,Edward L. Cahn,Alfalfa's Double,Comedy,Our Gang member Alfalfa comes face to face with his wealthy lookalike Cornelius.
tt0032038,Edward L. Cahn,Time Out for Lessons,NA,Alfalfa imagines himself being the star football player on a college team.  After a big pep rally he ends up letting the team down when his poor grades cause him to be suspended from play.
tt0031201,Edward L. Cahn,Dad for a Day,NA,"The ""Our Gang"" kids encourage a shy man to take a widow and her son to a picnic."
tt0031138,Edward L. Cahn,Captain Spanky's Show Boat,NA,"An abandoned old show boat is moored in a lazy creek. The Our Gang put the old vessel back to use when they stage a show featuring ""Darla's Dancin' Dandies"" and a ""meller dramer"" entitled ""Out in the Snow You Go."" All is not smooth sailing however, as Butch seeks revenge for having been excluded from the cast."
tt0031063,Edward L. Cahn,Auto Antics,NA,"The ""Our Gang"" kids enter the Kidmobile Race Classic and must rescue their dog from the pound."
tt0031515,Edward L. Cahn,Joy Scouts,Comedy,"The Boys Scouts give a demonstration of their camping skills, but the Our Gang are excluded from participating because they are not yet old enough. Undeterred, the Our Gang head off on their own unsupervised camping adventure, with comically disastrous results."
tt0143272,Edward L. Cahn,The Giant of Norway,History,"This short tells the story of Norwegian explorer and diplomat Fridtjof Nansen (1861-1930). After a life of adventure, he was instrumental in resettling tens of thousands of refugees and displaced persons resulting from World War I. He continued this work in 1922 after the war between Greece and Turkey. The film ends by reminding moviegoers to think of the plight of contemporary refugees caused by the fighting in Europe."
tt0031044,Edward L. Cahn,Angel of Mercy,Drama,"This MGM Passing Parade series short tells the story of Clara Barton, the founder of the Red Cross."
tt0284291,Edward L. Cahn,The Man on the Rock,History,A look at whether Napoleon Bonaparte indeed died on the island of St. Helena in 1821.
tt0233373,Edward L. Cahn,Bravest of the Brave,History,"This short film looks at the life of Michel Ney, who fought at Napoleon's side and was made a Marshall of France."
